Fecha,Fallecidos,Recuperados,Removidos totales,Totales confirmados,Activos Totales,Expuestos,Poblacion,Susceptibles,gamma,sigma,gamma promedio
2020-12-10,112326,896130,1008456,1217126,208670,23310410,127679960,102143968,0.052213839224621,0.092287897884032,
2020-12-11,113019,904042,1017061,1229379,212318,23289413,127679267,102143414,0.052787032459771,0.091931780191463,
2020-12-12,113704,911965,1025669,1241436,215767,23268611,127678582,102142866,0.053352389620506,0.091590706246637,
2020-12-13,113953,918681,1032634,1250044,217410,23252989,127678333,102142666,0.05375842219682,0.09115919119647,
2020-12-14,114298,927754,1042052,1255974,213922,23237572,127677988,102142390,0.054049278470229,0.091003476186609,
2020-12-15,115099,938089,1053188,1267202,214014,23215047,127677187,102141750,0.054585373012598,0.090829244272026,
2020-12-16,115769,945673,1061442,1277499,216057,23196362,127676517,102141214,0.055073248123995,0.090621597355458,
2020-12-17,116487,953762,1070249,1289298,219049,23175613,127675799,102140639,0.055631667649956,0.090349166755863,
2020-12-18,117249,962397,1079646,1301546,221900,23153815,127675037,102140030,0.05621302580158,0.090084407312535,
2020-12-19,117876,971115,1088991,1313675,224684,23132216,127674410,102139528,0.056789846679626,0.089729956039355,
2020-12-20,118202,978002,1096204,1320545,224341,23118068,127674084,102139267,0.057121771594408,0.089510012911336,
2020-12-21,118598,987328,1105926,1325915,219989,23102897,127673688,102138950,0.05739172018124,0.089446156050727,
2020-12-22,119495,996302,1115797,1338426,222629,23080335,127672791,102138233,0.057989886195326,0.089280244107631,
2020-12-23,120311,1005248,1125559,1350079,224520,23058757,127671975,102137580,0.05854951331505,0.0891140444374,
2020-12-24,121172,1015256,1136428,1362564,226136,23035231,127671114,102136891,0.05915130610151,0.088929400747415,
2020-12-25,121837,1023916,1145753,1372243,226490,23016094,127670449,102136359,0.059621019969766,0.088786752783581,
2020-12-26,122026,1031864,1153890,1377217,223327,23002945,127670260,102136208,0.059871333866164,0.088603321045267,
2020-12-27,122426,1038766,1161192,1383434,222242,22989346,127669860,102135888,0.060177179463914,0.08849428306663,
2020-12-28,122855,1048539,1171394,1389430,218036,22973062,127669431,102135545,0.060480836207207,0.088421151119524,
2020-12-29,123845,1058429,1182274,1401529,219255,22949885,127668441,102134753,0.061069107753699,0.088364207947178,
2020-12-30,124897,1066771,1191668,1413935,222267,22927875,127667389,102133911,0.061668820158868,0.088332914879397,
2020-12-31,125807,1074795,1200602,1426094,225492,22906600,127666479,102133183,0.062256904123702,0.088217887460434,
2021-01-01,126507,1083768,1210275,1437185,226910,22885696,127665779,102132623,0.062798395993725,0.088024158337305,
2021-01-02,126851,1090905,1217756,1443544,225788,22871787,127665435,102132348,0.063114613650433,0.087874702814739,
2021-01-03,127213,1098431,1225644,1448755,223111,22858616,127665073,102132058,0.0633789464769,0.087808497641078,
2021-01-04,127757,1105834,1233591,1455219,221628,22844096,127664529,102131623,0.063702192461457,0.087792284185404,
2021-01-05,128822,1113137,1241959,1466490,224531,22824244,127663464,102130771,0.064251416169578,0.087843762998725,
2021-01-06,129987,1119968,1249955,1479875,229920,22802630,127662299,102129839,0.06489931205304,0.087836472675057,
2021-01-07,131031,1127471,1258502,1493569,235067,22780180,127661255,102129004,0.065564407304947,0.087730128303413,
2021-01-08,132069,1134877,1266946,1507931,240985,22757166,127660217,102128174,0.066261809576816,0.087582919908139,
2021-01-09,133204,1143254,1276458,1524036,247578,22731322,127659082,102127266,0.06704563861266,0.087402134857707,
2021-01-10,133706,1150422,1284128,1534039,249911,22713549,127658580,102126864,0.067538498717219,0.08715945292134,
2021-01-11,134368,1160373,1294741,1541633,246892,22695210,127657918,102126334,0.067927681656173,0.087159524997195,
2021-01-12,135682,1168354,1304036,1556028,251992,22671257,127656604,102125283,0.068634394643403,0.087197659682217,
2021-01-13,136917,1176658,1313575,1571901,258326,22645598,127655369,102124295,0.069413092999355,0.087102813726819,
2021-01-14,137916,1185621,1323537,1588369,264832,22618968,127654370,102123496,0.07022287665821,0.086828690310627,
2021-01-15,139022,1199810,1338832,1609735,270903,22582086,127653264,102122611,0.071283715773645,0.086363283397578,
2021-01-16,140241,1212403,1352644,1630258,277614,22547507,127652045,102121636,0.072303248425646,0.086023807274677,
2021-01-17,140704,1223108,1363812,1641428,277616,22525076,127651582,102121266,0.072871141478058,0.085720482409219,
2021-01-18,141248,1237321,1378569,1649502,270933,22502137,127651038,102120830,0.073304237726399,0.085630693385034,
2021-01-19,142832,1251782,1394614,1668396,273782,22466881,127649454,102119563,0.074260241107789,0.085610370679383,
2021-01-20,144371,1264780,1409151,1688944,279793,22431488,127647915,102118332,0.07529344464353,0.085480039598708,
2021-01-21,146174,1277978,1424152,1711283,287131,22393787,127646112,102116890,0.076417758193378,0.085417783031796,
2021-01-22,147614,1291940,1439554,1732290,292736,22357090,127644672,102115738,0.077482802994486,0.085213214877417,
2021-01-23,149084,1306138,1455222,1752347,297125,22321071,127643202,102114562,0.078506403209774,0.08507675705782,
2021-01-24,149614,1320448,1470062,1763219,293157,22295253,127642672,102114138,0.079084951401987,0.08485276077447,
2021-01-25,150273,1335876,1486149,1771740,285591,22270514,127642013,102113610,0.079555415739394,0.084816620948898,
2021-01-26,152016,1348660,1500676,1788905,288229,22238473,127640270,102112216,0.080441899045856,0.084977122876844,
2021-01-27,153639,1362535,1516174,1806849,290675,22204706,127638647,102110918,0.081372345123597,0.085031455312536,
2021-01-28,155145,1376073,1531218,1825519,294301,22170691,127637141,102109713,0.082339291995906,0.08498679005806,
2021-01-29,156579,1390906,1547485,1841893,294408,22137763,127635707,102108566,0.083201405670483,0.085009824132021,
2021-01-30,158074,1403064,1561138,1857230,296092,22108474,127634212,102107370,0.08400534564258,0.085112775477458,
2021-01-31,158536,1412393,1570929,1864260,293331,22091561,127633750,102107000,0.084387880059721,0.085039640393507,
2021-02-01,159100,1452748,1611848,1869708,257860,22045081,127633186,102106549,0.08481293400555,0.085093501231208,
2021-02-02,159533,1436482,1596015,1874092,278077,22056444,127632753,102106202,0.084968003001753,0.085125490104008,
2021-02-03,161240,1450237,1611477,1886245,274768,22028487,127631046,102104837,0.085627533112011,0.085482002603055,
2021-02-04,162922,1461011,1623933,1899820,275887,22002120,127629364,102103491,0.08634713382165,0.085756545356929,
2021-02-05,164290,1472151,1636441,1912871,276430,21976287,127627996,102102397,0.087042501765653,0.085886607094781,
2021-02-06,165786,1482138,1647924,1926080,278156,21951296,127626500,102101200,0.087743338707655,0.086074306363183,
2021-02-07,166200,1490077,1656277,1932145,275868,21936795,127626086,102100869,0.088077816289937,0.086018388889033,
2021-02-08,166731,1501580,1668311,1936013,267702,21920787,127625555,102100444,0.088318590021426,0.086120806006985,
2021-02-09,168432,1511199,1679631,1946751,267120,21898389,127623854,102099083,0.088899279303149,0.086519539478855,
2021-02-10,169760,1519572,1689332,1957889,268557,21877284,127622526,102098021,0.089494152930501,0.086705630400906,
2021-02-11,171234,1528304,1699538,1968566,269028,21856106,127621052,102096842,0.090069383814299,0.086984129564363,
2021-02-12,172557,1535786,1708343,1978954,270611,21836649,127619729,102095783,0.090625351902666,0.087196064183402,
2021-02-13,173771,1542991,1716762,1988695,271933,21818246,127618515,102094812,0.091148252705557,0.087379412127048,
2021-02-14,174207,1548174,1722381,1992794,270413,21808441,127618079,102094463,0.091377187392717,0.087418468742881,
2021-02-15,174657,1555923,1730580,1995892,265312,21797054,127617629,102094103,0.091567053052215,0.087508241928922,
2021-02-16,175986,1563992,1739978,2004575,264597,21778707,127616300,102093040,0.092042883904908,0.087792175398775,
2021-02-17,177061,1571071,1748132,2013563,265431,21761350,127615225,102092180,0.092529323778166,0.087934174396331,
2021-02-18,178108,1577838,1755946,2022662,266716,21744228,127614178,102091342,0.09302063977622,0.088056234803442,
2021-02-19,178965,1584704,1763669,2030491,266822,21728504,127613321,102090657,0.093448265007108,0.088138780226064,
2021-02-20,179797,1590696,1770493,2038276,267783,21713729,127612489,102089991,0.093870380347844,0.088210330691231,
2021-02-21,180107,1595320,1775427,2041380,265953,21705629,127612179,102089743,0.094048414814424,0.088228061409439,
