Date,Hospitalized,Quarentine,Imported,Exported,Positive,Positive_undetected,Dead,Positive_medic,Recovered,Population,Susceptible,Exposed,Initial_population
2020-12-30,283792,1138592,4948,0,1422384,421163,135526,197106,1066771,127440002,101952002,23930090,
2020-12-31,285303,1147913,4978,0,1433216,423506,136356,,1074795,127439172,101951338,23918262,
2021-01-01,286796,1149489,4986,0,1436285,424122,137195,,1083768,127438333,101950666,23914187,
2021-01-02,288410,1154216,4997,0,1442626,425235,138115,,1090905,127437413,101949930,23906742,
2021-01-03,290075,1157263,5012,0,1447338,426016,139015,,1098431,127436513,101949210,23900950,
2021-01-04,292264,1171491,5075,0,1463755,428920,140199,205812,1105834,127435329,101948263,23883112,
2021-01-05,294427,1186755,5125,0,1481182,431754,141334,,1113137,127434194,101947355,23864323,
2021-01-06,296642,1201637,5184,0,1498279,434441,142529,,1119968,127432999,101946399,23845792,
2021-01-07,298894,1216692,5242,0,1515586,438162,143776,,1127471,127431752,101945402,23826988,
2021-01-08,300970,1231522,5279,0,1532492,441484,144907,,1134877,127430621,101944497,23808725,
2021-01-09,302722,1238382,5309,0,1541104,443468,145858,205812,1143254,127429670,101943736,23798972,
2021-01-10,304647,1241480,5330,0,1546127,444409,146950,,1150422,127428578,101942862,23792639,
2021-01-11,307025,1258024,5377,0,1565049,447692,148270,,1160373,127427258,101941806,23772133,
2021-01-12,309266,1273549,5444,0,1582815,451396,149541,,1168354,127425987,101940790,23752841,
2021-01-13,311533,1287934,5497,0,1599467,454636,150799,,1176658,127424729,101939783,23734680,
2021-01-14,313939,1302112,5541,0,1616051,458032,152048,213349,1185621,127423480,101938784,23716597,
2021-01-15,316219,1315530,5584,0,1631749,461230,153272,,1199810,127422256,101937805,23699430,
2021-01-16,318216,1321755,5607,0,1639971,463135,154353,,1212403,127421175,101936940,23689911,
2021-01-17,320198,1324596,5617,0,1644794,464109,155462,,1223108,127420066,101936053,23683757,
2021-01-18,322645,1339556,5656,0,1662201,467746,156704,,1237321,127418824,101935059,23664860,
2021-01-19,325097,1354387,5692,0,1679484,471058,157986,219364,1251782,127417542,101934034,23646038,
2021-01-20,327354,1368167,5739,0,1695521,474073,159185,,1264780,127416343,101933074,23628563,
2021-01-21,329619,1381310,5768,0,1710929,477186,160345,,1277978,127415183,101932146,23611763,
2021-01-22,331736,1394050,5807,0,1725786,480360,161496,,1291940,127414032,101931226,23595524,
2021-01-23,333621,1399801,5821,0,1733422,482414,162465,,1306138,127413063,101930450,23586726,
2021-01-24,335399,1402375,5831,0,1737774,483203,163421,219364,1320448,127412107,101929686,23581226,
2021-01-25,337676,1416377,5863,0,1754053,486447,164552,,1335876,127410976,101928781,23563590,
2021-01-26,339762,1429732,5914,0,1769494,489995,165616,,1348660,127409912,101927930,23546872,
2021-01-27,341710,1441368,5941,0,1783078,493052,166553,,1362535,127408975,101927180,23532164,
2021-01-28,343524,1452265,5975,0,1795789,495903,167492,,1376073,127408036,101926429,23518326,
2021-01-29,345238,1461530,6009,0,1806768,498765,168330,222733,1390906,127407198,101925758,23506342,
2021-01-30,346688,1465842,6039,0,1812530,500303,169068,,1403064,127406460,101925168,23499694,
2021-01-31,348175,1467770,6050,0,1815945,500984,169826,,1412393,127405702,101924562,23495369,
2021-02-01,349598,1470528,6061,0,1820126,501877,170549,,1452748,127404979,101923983,23490321,
2021-02-02,351341,1481005,6085,0,1832346,504689,171447,,1436482,127404081,101923265,23477023,
2021-02-03,352975,1490056,6116,0,1843031,507394,172270,225042,1450237,127403258,101922606,23465351,
2021-02-04,354430,1498412,6142,0,1852842,509575,173010,,1461011,127402518,101922014,23454652,
2021-02-05,355823,1506217,6170,0,1862040,511782,173671,,1472151,127401857,101921486,23444660,
2021-02-06,357013,1509518,6181,0,1866531,513220,174291,,1482138,127401237,101920990,23439425,
2021-02-07,358066,1510985,6187,0,1869051,513781,174824,,1490077,127400704,101920563,23436266,
2021-02-08,359486,1519967,6212,0,1879453,516220,175457,226669,1501580,127400071,101920057,23425104,
2021-02-09,360764,1527071,6229,0,1887835,518205,176059,,1511199,127399469,101919575,23416000,
2021-02-10,362002,1533573,6251,0,1895575,519972,176620,,1519572,127398908,101919126,23407587,
2021-02-11,363117,1539520,6261,0,1902637,521717,177157,,1528304,127398371,101918697,23399880,
2021-02-12,364169,1545267,6277,0,1909436,523491,177634,,1535786,127397894,101918315,23392509,
2021-02-13,365051,1547571,6290,0,1912622,524591,178035,226669,1542991,127397493,101917994,23388842,
2021-02-14,365986,1548566,6295,0,1914552,525054,178491,,1548174,127397037,101917630,23386364,
2021-02-15,367103,1554780,6318,0,1921883,526789,179034,,1555923,127396494,101917195,23378382,
2021-02-16,368157,1560664,6330,0,1928821,528459,179527,,1563992,127396001,101916801,23370852,
2021-02-17,369161,1565980,6344,0,1935141,529912,179982,,1571071,127395546,101916437,23363986,
2021-02-18,370070,1571266,6360,0,1941336,531515,180421,228124,1577838,127395107,101916086,23357264,
2021-02-19,370990,1576313,6378,0,1947303,532891,180824,,1584704,127394704,101915763,23350814,
2021-02-20,371797,1578488,6386,0,1950285,533641,181212,,1590696,127394316,101915453,23347366,
2021-02-21,372580,1579590,6389,0,1952170,534038,181571,,1595320,127393957,101915166,23345050,
2021-02-22,373544,1586276,6404,0,1959820,535680,181976,,1602024,127393552,101914842,23336914,
2021-02-23,374441,1591966,6419,0,1966407,537065,182368,229422,1607869,127393160,101914528,23329857,
2021-02-24,375310,1597156,6426,0,1972466,538322,182731,,1614614,127392797,101914238,23323362,
2021-02-25,376193,1602323,6455,0,1978516,539449,183074,,1620008,127392454,101913963,23316901,
2021-02-26,377051,1607257,6469,0,1984308,540936,183428,,1625328,127392100,101913680,23310684,
2021-02-27,377779,1609456,6483,0,1987235,541697,183730,,1630002,127391798,101913438,23307395,
2021-02-28,378529,1610611,6491,0,1989140,542046,184045,229422,1633900,127391483,101913186,23305112,
2021-03-01,379470,1617217,6507,0,1996687,543537,184382,,1639943,127391146,101912917,23297160,
2021-03-02,380338,1622259,6524,0,2002597,544982,184681,,1645312,127390847,101912678,23290891,
2021-03-03,381277,1626889,6542,0,2008166,546339,185036,,1650230,127390492,101912394,23284896,
2021-03-04,382078,1631421,6558,0,2013499,547673,185328,,1655549,127390200,101912160,23279213,
2021-03-05,382858,1635846,6569,0,2018704,548798,185560,230533,1660786,127389968,101911974,23273730,
2021-03-06,383485,1637752,6581,0,2021237,549456,185771,,1666658,127389757,101911806,23270943,
2021-03-07,384208,1638753,6591,0,2022961,549777,185981,,1670431,127389547,101911638,23268967,
2021-03-08,385052,1643826,6609,0,2028878,551087,186234,,1675996,127389294,101911435,23262747,
2021-03-09,385798,1648105,6617,0,2033903,552290,186432,,1681336,127389096,101911277,23257484,
2021-03-10,386460,1651953,6639,0,2038413,553349,186586,231341,1685996,127388942,101911154,23252789,
2021-03-11,387117,1655689,6648,0,2042806,554540,186734,,1691093,127388794,101911035,23248219,
2021-03-12,387730,1659161,6658,0,2046891,555776,186862,,1696739,127388666,101910933,23243980,
2021-03-13,388249,1660702,6665,0,2048951,556461,186949,,1701216,127388579,101910863,23241816,
2021-03-14,388753,1661486,6672,0,2050239,556817,187019,,1705743,127388509,101910807,23240444,
2021-03-15,389340,1662584,6678,0,2051924,557400,187082,232066,1711931,127388446,101910757,23238683,
2021-03-16,389966,1667309,6691,0,2057275,558796,187129,,1716135,127388399,101910719,23233276,
2021-03-17,390528,1670763,6705,0,2061291,560443,187159,,1720430,127388369,101910695,23229224,
2021-03-18,390945,1673731,6717,0,2064676,562690,187177,,1724794,127388351,101910681,23225817,
2021-03-19,391242,1675844,6730,0,2067086,565699,187186,,1729269,127388342,101910674,23223396,
2021-03-20,391345,1676394,6733,0,2067739,567218,187190,232066,1733089,127388338,101910670,23222739,
2021-03-21,391354,1676395,6733,0,2067749,567250,187190,,1736159,127388338,101910670,23222729,
