Fecha,Hospitalizados,En cuarentena,Importados,Exportados,Positivos,Positivos no detectados,Fallecidos,Positivos medicos,Recuperados,Poblacion,Susceptibles,Expuestos,,Poblacion inicial
2021-02-26,377051,1607257,6469,0,1984308,540936,258560,229422,1625328,127316968,101853574,21853758,,
2021-02-27,377779,1609456,6483,0,1987235,541697,258971,229422,1630002,127316557,101853246,21846074,,
2021-02-28,378529,1610611,6491,0,1989140,542046,259427,229422,1633900,127316101,101852881,21840180,,
2021-03-01,379470,1617217,6507,0,1996687,543537,259907,230533,1639943,127315621,101852497,21826494,,
2021-03-02,380338,1622259,6524,0,2002597,544982,260347,230533,1645312,127315181,101852145,21815127,,
2021-03-03,381277,1626889,6542,0,2008166,546339,260829,230533,1650230,127314699,101851759,21804544,,
2021-03-04,382078,1631421,6558,0,2013499,547673,261242,230533,1655549,127314286,101851429,21793809,,
2021-03-05,382858,1635846,6569,0,2018704,548798,261566,230533,1660786,127313962,101851170,21783302,,
2021-03-06,383485,1637752,6581,0,2021237,549456,261856,230533,1666658,127313672,101850938,21774839,,
2021-03-07,384208,1638753,6591,0,2022961,549777,262162,230533,1670431,127313366,101850693,21769281,,
2021-03-08,385052,1643826,6609,0,2028878,551087,262533,231341,1675996,127312995,101850396,21757725,,
2021-03-09,385798,1648105,6617,0,2033903,552290,262828,231341,1681336,127312700,101850160,21747301,,
2021-03-10,386460,1651953,6639,0,2038413,553349,263069,231341,1685996,127312459,101849967,21738083,,
2021-03-11,387117,1655689,6648,0,2042806,554540,263312,231341,1691093,127312216,101849773,21728544,,
2021-03-12,387730,1659161,6658,0,2046891,555776,263529,231341,1696739,127311999,101849599,21718770,,
2021-03-13,388249,1660702,6665,0,2048951,556461,263676,231341,1701216,127311852,101849482,21712203,,
2021-03-14,388753,1661486,6672,0,2050239,556817,263795,231341,1705743,127311733,101849386,21706365,,
2021-03-15,389340,1662584,6678,0,2051924,557400,263900,232066,1711931,127311628,101849302,21698471,,
2021-03-16,389966,1667309,6691,0,2057275,558796,264001,232066,1716135,127311527,101849222,21688895,,
2021-03-17,390528,1670763,6705,0,2061291,560443,264067,232066,1720430,127311461,101849169,21680571,,
2021-03-18,390945,1673731,6717,0,2064676,562690,264106,232066,1724794,127311422,101849138,21672814,,
2021-03-19,391242,1675844,6730,0,2067086,565699,264123,232066,1729269,127311405,101849124,21665926,,
2021-03-20,391345,1676394,6733,0,2067739,567218,264130,232066,1733089,127311398,101849118,21661452,,
2021-03-21,391354,1676395,6733,0,2067749,567250,264130,232066,1736159,127311398,101849118,21658372,,
